,Date_mutation,valeur_fonciere,No_voie,Type_de_voie,Code_voie,Voie,Code_postal,Commune,Code_departement,Code_commune,Surface_Carrez_du_1er_lot,Nombre_pieces_principales,Surface_terrain
15543,15/12/2022,104000.0,81.0,RUE,1194,DE LA DIGUE RESID RUBENS,59300.0,VALENCIENNES,59,606,52.34,3.0,
15544,12/12/2022,125000.0,14.0,RUE,0510,DE LANDRECIES,59360.0,LE CATEAU CAMBRESIS,59,136,,3.0,228.0
15545,12/12/2022,125000.0,14.0,RUE,0510,DE LANDRECIES,59360.0,LE CATEAU CAMBRESIS,59,136,,4.0,228.0
15546,12/12/2022,125000.0,14.0,RUE,0510,DE LANDRECIES,59360.0,LE CATEAU CAMBRESIS,59,136,,3.0,228.0
15547,13/12/2022,43000.0,491.0,AV,0570,MARCEL CABY,59690.0,VIEUX-CONDE,59,616,72.87,4.0,
15548,08/12/2022,172000.0,72.0,RUE,0165,HENRI DURRE,59880.0,SAINT SAULVE,59,544,86.57,3.0,
15549,08/12/2022,50500.0,6.0,RUE,0350,DE LA GAITE,59360.0,LE CATEAU CAMBRESIS,59,136,54.21,3.0,
15550,09/12/2022,95000.0,59.0,RUE,3040,DE SOLESMES,59400.0,CAMBRAI,59,122,,2.0,
15551,13/12/2022,100000.0,1.0,RUE,0175,DESANDROUIN 637 C LAURETTE,59220.0,DENAIN,59,172,,3.0,106.0
15552,13/12/2022,100000.0,1.0,RUE,0175,DESANDROUIN 637 C LAURETTE,59220.0,DENAIN,59,172,,3.0,106.0
15553,15/12/2022,38000.0,320.0,BD,1900,HARPIGNIES,59300.0,VALENCIENNES,59,606,17.59,1.0,
15554,09/12/2022,173947.0,6.0,BD,0330,BERLAIMONT,59400.0,CAMBRAI,59,122,,4.0,
15555,30/11/2022,125000.0,19.0,RUE,2610,DES RATELOTS,59400.0,CAMBRAI,59,122,,2.0,125.0
15556,30/11/2022,125000.0,19.0,RUE,2610,DES RATELOTS,59400.0,CAMBRAI,59,122,,3.0,125.0
15557,30/11/2022,125000.0,19.0,RUE,2610,DES RATELOTS,59400.0,CAMBRAI,59,122,,2.0,125.0
15558,29/11/2022,245000.0,26.0,AV,1660,JULES FERRY,59400.0,CAMBRAI,59,122,,3.0,1216.0
15559,15/12/2022,68000.0,10.0,AV,1499,DU FBG DE CAMBRAI,59300.0,VALENCIENNES,59,606,33.74,1.0,
