,Date_mutation,valeur_fonciere,No_voie,Type_de_voie,Code_voie,Voie,Code_postal,Commune,Code_departement,Code_commune,Surface_Carrez_du_1er_lot,Nombre_pieces_principales,Surface_terrain
0,04/01/2022,208000.0,64.0,RUE,0010,DE L ABBE BONPAIN,59700.0,MARCQ EN BAROEUL,59,378,57.69,3.0,
1,04/01/2022,113000.0,1.0,RUE,0260,GUY MOCQUET,59113.0,SECLIN,59,560,45.72,3.0,
2,03/01/2022,185000.0,22.0,RUE,8749,DE TREVISE,59000.0,LILLE,59,350,62.83,3.0,
3,04/01/2022,120350.0,132.0,RUE,7554,ROGER SALENGRO,59260.0,LILLE,59,350,43.64,2.0,
4,04/01/2022,149000.0,7.0,ALL,3430,DES COLOMBIERS,59650.0,VILLENEUVE-D'ASCQ,59,9,59.02,2.0,
5,06/01/2022,154000.0,12.0,RUE,0250,DU MARECHAL DE RANTZAU,59193.0,ERQUINGHEM-LYS,59,202,62.15,3.0,
6,06/01/2022,144080.0,30.0,RUE,0510,DU HUIT MAI 1945,59223.0,RONCQ,59,508,51.48,2.0,
7,04/01/2022,180000.0,42.0,AV,1569,CHARLES ST VENANT,59800.0,LILLE,59,350,,2.0,
8,05/01/2022,216000.0,9.0,QUAI,1371,DE CHERBOURG,59200.0,TOURCOING,59,599,93.23,3.0,
9,10/01/2022,300000.0,119.0,RUE,6789,DE PHILADELPHIE,59800.0,LILLE,59,350,,1.0,274.0
10,10/01/2022,300000.0,119.0,RUE,6789,DE PHILADELPHIE,59800.0,LILLE,59,350,,1.0,274.0
11,10/01/2022,300000.0,119.0,RUE,6789,DE PHILADELPHIE,59800.0,LILLE,59,350,,1.0,274.0
12,10/01/2022,300000.0,119.0,RUE,6789,DE PHILADELPHIE,59800.0,LILLE,59,350,,1.0,274.0
13,10/01/2022,300000.0,119.0,RUE,6789,DE PHILADELPHIE,59800.0,LILLE,59,350,,1.0,274.0
14,10/01/2022,300000.0,119.0,RUE,6789,DE PHILADELPHIE,59800.0,LILLE,59,350,,1.0,274.0
15,10/01/2022,300000.0,119.0,RUE,6789,DE PHILADELPHIE,59800.0,LILLE,59,350,,1.0,274.0
16,03/01/2022,285000.0,69.0,RUE,0470,D AUSTERLITZ,59200.0,TOURCOING,59,599,118.25,3.0,
17,07/01/2022,338600.0,80.0,RUE,5031,DE JEMMAPES,59800.0,LILLE,59,350,68.79,3.0,
18,06/01/2022,80000.0,12.0,RUE,5908,DU MARECHAL MORTIER,59800.0,LILLE,59,350,,2.0,
19,06/01/2022,367000.0,2.0,RUE,6568,DU PALAIS RIHOUR,59800.0,LILLE,59,350,,4.0,
20,06/01/2022,170000.0,28.0,RUE,1194,DU BUISSON,59800.0,LILLE,59,350,,4.0,
21,04/01/2022,115000.0,3.0,RUE,1780,PAUL POUCHAIN,59280.0,ARMENTIERES,59,17,112.5,3.0,
22,06/01/2022,260000.0,54.0,RUE,9169,DU VIEUX MOULIN,59800.0,LILLE,59,350,,1.0,120.0
23,06/01/2022,260000.0,54.0,RUE,9169,DU VIEUX MOULIN,59800.0,LILLE,59,350,,1.0,120.0
24,06/01/2022,260000.0,54.0,RUE,9169,DU VIEUX MOULIN,59800.0,LILLE,59,350,,1.0,120.0
25,06/01/2022,260000.0,54.0,RUE,9169,DU VIEUX MOULIN,59800.0,LILLE,59,350,,1.0,120.0
26,06/01/2022,260000.0,54.0,RUE,9169,DU VIEUX MOULIN,59800.0,LILLE,59,350,,1.0,120.0
27,06/01/2022,260000.0,54.0,RUE,9169,DU VIEUX MOULIN,59800.0,LILLE,59,350,,1.0,120.0
28,07/01/2022,163600.0,135.0,RUE,0620,DE LILLE,59223.0,RONCQ,59,508,71.1,3.0,
29,06/01/2022,160000.0,209.0,RUE,0376,D ARRAS,59000.0,LILLE,59,350,,2.0,
30,10/01/2022,228000.0,42.0,RUE,0750,DE WAMBRECHIES,59520.0,MARQUETTE-LEZ-LILLE,59,386,,3.0,
31,07/01/2022,89800.0,9.0,RUE,2321,DELEZENNE,59000.0,LILLE,59,350,17.59,1.0,
32,03/01/2022,153140.0,29.0,RUE,4992,JEANNE D ARC,59000.0,LILLE,59,350,,2.0,
33,03/01/2022,75000.0,8.0,RES,A046,RESIDENCE DE LA POSTE,59120.0,LOOS,59,360,28.85,1.0,
34,03/01/2022,461000.0,108.0,RUE,4722,JACQUEMARS GIELEE,59800.0,LILLE,59,350,,2.0,
35,03/01/2022,100000.0,66.0,RUE,7199,PRINCESSE,59800.0,LILLE,59,350,,3.0,
36,05/01/2022,72800.0,112.0,RUE,0670,DE DUNKERQUE,59280.0,ARMENTIERES,59,17,,1.0,
37,12/01/2022,280000.0,39.0,RUE,6394,NICOLAS LEBLANC,59000.0,LILLE,59,350,,2.0,
38,11/01/2022,119500.0,10.0,RUE,0397,DE RIO,59930.0,LA CHAPELLE D ARMENTIERES,59,143,43.96,2.0,
39,12/01/2022,105000.0,96.0,RUE,5893,DU MARCHE,59000.0,LILLE,59,350,20.17,2.0,
40,06/01/2022,195000.0,40.0,RUE,1380,LOUIS DELOS,59700.0,MARCQ EN BAROEUL,59,378,58.0,2.0,
41,07/01/2022,115000.0,222.0,RUE,6350,NATIONALE,59800.0,LILLE,59,350,,1.0,
42,04/01/2022,355300.0,31.0,AV,7144,DU PRESIDENT KENNEDY,59800.0,LILLE,59,350,,4.0,
43,10/01/2022,338000.0,9.0,RUE,5778,DU MAGASIN,59800.0,LILLE,59,350,,3.0,
44,07/01/2022,472500.0,21.0,RUE,6394,NICOLAS LEBLANC,59000.0,LILLE,59,350,,4.0,
45,07/01/2022,173000.0,13.0,RUE,2222,DEGLAND,59000.0,LILLE,59,350,,1.0,
46,06/01/2022,69900.0,7.0,RUE,4433,DES PEIGNEURS,59200.0,TOURCOING,59,599,,2.0,
47,03/01/2022,165000.0,4.0,RUE,4289,GUSTAVE TESTELIN,59000.0,LILLE,59,350,49.16,2.0,
48,11/01/2022,99000.0,35.0,RUE,0114,DE LA BELLE DRAPERIE,59250.0,HALLUIN,59,279,44.09,2.0,
49,05/01/2022,162000.0,301.0,RTE,0060,D ARRAS,59155.0,FACHES-THUMESNIL,59,220,,3.0,
50,05/01/2022,156000.0,2.0,ALL,3414,DES FILEUSES,59260.0,LILLE,59,350,,2.0,
51,06/01/2022,1656000.0,3.0,RUE,0344,DES ARCHIVES,59800.0,LILLE,59,350,,1.0,137.0
52,06/01/2022,1656000.0,3.0,RUE,0344,DES ARCHIVES,59800.0,LILLE,59,350,,2.0,137.0
53,06/01/2022,1656000.0,3.0,RUE,0344,DES ARCHIVES,59800.0,LILLE,59,350,,2.0,137.0
54,06/01/2022,1656000.0,3.0,RUE,0344,DES ARCHIVES,59800.0,LILLE,59,350,,2.0,137.0
55,06/01/2022,1656000.0,3.0,RUE,0344,DES ARCHIVES,59800.0,LILLE,59,350,,2.0,137.0
56,06/01/2022,1656000.0,3.0,RUE,0344,DES ARCHIVES,59800.0,LILLE,59,350,,1.0,137.0
57,06/01/2022,1656000.0,3.0,RUE,0344,DES ARCHIVES,59800.0,LILLE,59,350,,1.0,137.0
58,05/01/2022,209000.0,2.0,RUE,0623,SIMONE VEIL,59320.0,SEQUEDIN,59,566,65.04,3.0,
59,03/01/2022,188690.0,65.0,RUE,5893,DU MARCHE,59000.0,LILLE,59,350,53.33,2.0,
60,12/01/2022,140000.0,16.0,RUE,5893,DU MARCHE,59000.0,LILLE,59,350,,2.0,
61,05/01/2022,258000.0,123.0,RUE,1460,JULES GUESDE,59150.0,WATTRELOS,59,650,,2.0,520.0
62,05/01/2022,258000.0,123.0,RUE,1460,JULES GUESDE,59150.0,WATTRELOS,59,650,,2.0,520.0
63,05/01/2022,258000.0,123.0,RUE,1460,JULES GUESDE,59150.0,WATTRELOS,59,650,,3.0,520.0
64,14/01/2022,148500.0,19.0,RUE,3200,DE LA CHEVALERIE,59650.0,VILLENEUVE-D'ASCQ,59,9,50.46,2.0,
65,11/01/2022,116820.0,1.0,RUE,0372,JACQUES BECQ,59320.0,HALLENNES-LEZ-HAUBOURDIN,59,278,,2.0,
66,06/01/2022,161000.0,24.0,PL,0425,KENNEDY,59420.0,MOUVAUX,59,421,,4.0,
67,11/01/2022,115000.0,118.0,BD,5603,DE LA LIBERTE,59800.0,LILLE,59,350,21.64,1.0,
68,10/01/2022,203262.0,21.0,RUE,2347,DELPHIN PETIT,59800.0,LILLE,59,350,42.1,2.0,
69,11/01/2022,419000.0,30.0,BD,5603,DE LA LIBERTE,59800.0,LILLE,59,350,82.89,3.0,
70,03/01/2022,481320.0,50.0,RUE,0240,DE LA CARNOY,59130.0,LAMBERSART,59,328,119.4,4.0,
71,06/01/2022,353850.0,260.0,AV,1300,DE LA REPUBLIQUE,59110.0,LA MADELEINE,59,368,,5.0,
72,07/01/2022,172000.0,46.0,RUE,0870,SAINTE HELENE,59350.0,SAINT-ANDRE,59,527,,2.0,
73,10/01/2022,116500.0,54.0,AV,1480,DE LATTRE DE TASSIGNY,59700.0,MARCQ EN BAROEUL,59,378,,1.0,
74,06/01/2022,320000.0,3.0,RUE,0044,DE L'AIGUILLAGE,59493.0,VILLENEUVE-D'ASCQ,59,9,,3.0,
75,04/01/2022,305600.0,221.0,RUE,0890,DU MARECHAL FOCH,59120.0,LOOS,59,360,,4.0,
76,13/01/2022,116000.0,23.0,RUE,0252,DE L AMIRAL COURBET,59800.0,LILLE,59,350,,1.0,
77,07/01/2022,71815.0,18.0,RUE,0241,LINDBERGH,59139.0,WATTIGNIES,59,648,,2.0,
78,04/01/2022,195000.0,58.0,AV,0790,DE FLANDRE,59700.0,MARCQ EN BAROEUL,59,378,62.87,4.0,
79,05/01/2022,372000.0,26.0,RES,A065,LA LAITERIE A JAURES,59100.0,ROUBAIX,59,512,,6.0,
80,10/01/2022,84500.0,650.0,RUE,0600,DE CAMBRAI,59500.0,DOUAI,59,178,,2.0,
81,10/01/2022,169000.0,66.0,RUE,0657,BAYARD,59000.0,LILLE,59,350,73.9,3.0,
82,14/01/2022,125000.0,18.0,RUE,0500,GAMBETTA,59490.0,SOMAIN,59,574,,2.0,93.0
83,14/01/2022,125000.0,18.0,RUE,0500,GAMBETTA,59490.0,SOMAIN,59,574,,2.0,93.0
84,14/01/2022,125000.0,18.0,RUE,0500,GAMBETTA,59490.0,SOMAIN,59,574,,2.0,93.0
85,06/01/2022,112000.0,2.0,RUE,4992,JEANNE D ARC,59000.0,LILLE,59,350,28.36,1.0,
86,12/01/2022,260000.0,21.0,RUE,6655,PAUL BERT,59800.0,LILLE,59,350,,1.0,50.0
87,12/01/2022,260000.0,21.0,RUE,6655,PAUL BERT,59800.0,LILLE,59,350,,1.0,50.0
88,12/01/2022,260000.0,21.0,RUE,6655,PAUL BERT,59800.0,LILLE,59,350,,1.0,50.0
89,14/01/2022,150000.0,263.0,RUE,0780,DE LILLE,59130.0,LAMBERSART,59,328,58.83,3.0,
90,17/01/2022,141500.0,22.0,RUE,0870,DE LA PAIX,59250.0,HALLUIN,59,279,,5.0,
91,12/01/2022,76000.0,1.0,RUE,3250,LAMARTINE,59200.0,TOURCOING,59,599,51.2,3.0,
92,12/01/2022,147000.0,66.0,RUE,0657,BAYARD,59000.0,LILLE,59,350,63.3,3.0,
93,14/01/2022,133000.0,3.0,RUE,7779,SAINT GENOIS,59800.0,LILLE,59,350,23.52,1.0,
94,12/01/2022,120000.0,66.0,RUE,0657,BAYARD,59000.0,LILLE,59,350,43.5,2.0,
95,14/01/2022,618000.0,126.0,RUE,0270,DU DOCTEUR CALMETTE,59120.0,LOOS,59,360,,4.0,
96,06/01/2022,173000.0,35.0,RUE,1240,JULES GUESDE,59700.0,MARCQ EN BAROEUL,59,378,66.4,3.0,
97,14/01/2022,191000.0,152.0,GR,2380,GRANDE RUE,59100.0,ROUBAIX,59,512,90.15,3.0,
98,18/01/2022,173000.0,125.0,RUE,0010,DE L ABBE BONPAIN,59700.0,MARCQ EN BAROEUL,59,378,64.34,3.0,
99,17/01/2022,119000.0,15.0,PL,1190,CHARLES ET ALBERT ROUSSEL,59200.0,TOURCOING,59,599,,3.0,
100,04/01/2022,243773.0,41.0,RUE,1575,MONTGOLFIER,59700.0,MARCQ EN BAROEUL,59,378,,3.0,
101,04/01/2022,147980.0,20.0,RUE,1018,NICOLAS COPERNIC,59130.0,LAMBERSART,59,328,,2.0,
102,11/01/2022,176000.0,23.0,RUE,6447,DU NOUVEAU SIECLE,59800.0,LILLE,59,350,,2.0,
103,03/01/2022,144000.0,71.0,RUE,0169,ALFRED DE MUSSET,59000.0,LILLE,59,350,,2.0,
104,13/01/2022,86000.0,11.0,RUE,0531,DE BAPAUME,59000.0,LILLE,59,350,,1.0,
105,11/01/2022,27000.0,48.0,RUE,8364,DE SOLFERINO,59800.0,LILLE,59,350,,2.0,
106,07/01/2022,143000.0,,RUE,0250,GASTON LEROY,59310.0,ORCHIES,59,449,,2.0,
107,13/01/2022,53300.0,11.0,RUE,4433,DES PEIGNEURS,59200.0,TOURCOING,59,599,48.51,2.0,
108,13/01/2022,89000.0,18.0,RUE,0241,LINDBERGH,59139.0,WATTIGNIES,59,648,50.88,2.0,
109,14/01/2022,138000.0,1.0,ALL,0253,DU CHATEAU BLANC,59290.0,WASQUEHAL,59,646,40.7,2.0,
110,10/01/2022,185000.0,23.0,RUE,0690,GAY LUSSAC,59110.0,LA MADELEINE,59,368,,2.0,
111,12/01/2022,229900.0,250.0,RUE,5773,MADELEINE REBERIOUX,59000.0,LILLE,59,350,70.49,4.0,
112,13/01/2022,220000.0,79.0,RUE,4706,D ISLY,59000.0,LILLE,59,350,,3.0,
113,14/01/2022,167000.0,407.0,RUE,3220,DE PARIS,59500.0,DOUAI,59,178,,3.0,
114,12/01/2022,77600.0,29.0,RUE,0680,DU BOIS,59100.0,ROUBAIX,59,512,,2.0,
115,12/01/2022,259000.0,34.0,RUE,6895,PIERRE MAUROY,59800.0,LILLE,59,350,,2.0,
116,06/01/2022,494737.8,131.0,RUE,0391,D ARTOIS,59000.0,LILLE,59,350,,1.0,72.0
117,06/01/2022,494737.8,131.0,RUE,0391,D ARTOIS,59000.0,LILLE,59,350,,1.0,72.0
118,06/01/2022,494737.8,131.0,RUE,0391,D ARTOIS,59000.0,LILLE,59,350,,1.0,72.0
119,07/01/2022,5000.0,165.0,AV,2874,DE DUNKERQUE,59000.0,LILLE,59,350,,3.0,
120,19/01/2022,254500.0,4.0,RUE,0773,JEANNE DE FLANDRE,59290.0,WASQUEHAL,59,646,65.61,3.0,
121,10/01/2022,89000.0,90.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,2.0,
122,10/01/2022,89000.0,90.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,2.0,
123,10/01/2022,89000.0,90.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,3.0,
124,10/01/2022,89000.0,90.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,2.0,
125,10/01/2022,89000.0,90.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,3.0,
126,10/01/2022,89000.0,90.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,2.0,
127,10/01/2022,89000.0,90.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,2.0,
128,10/01/2022,89000.0,90.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,3.0,
129,10/01/2022,89000.0,90.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,2.0,
130,10/01/2022,89000.0,90.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,3.0,
131,10/01/2022,89000.0,90.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,2.0,
132,10/01/2022,89000.0,90.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,2.0,
133,10/01/2022,89000.0,90.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,2.0,
134,10/01/2022,89000.0,90.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,2.0,
135,10/01/2022,89000.0,90.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,3.0,
136,17/01/2022,266500.0,9.0,RUE,0240,DE LOMME,59840.0,PERENCHIES,59,457,,4.0,
137,20/01/2022,108700.0,1.0,RUE,0260,GUY MOCQUET,59113.0,SECLIN,59,560,41.25,3.0,
138,17/01/2022,259000.0,20.0,RUE,0010,DE L ABBE LEMIRE,59110.0,LA MADELEINE,59,368,85.38,4.0,
139,07/01/2022,165000.0,2.0,RUE,0565,DE FLANDRE,59110.0,LA MADELEINE,59,368,82.61,4.0,
140,07/01/2022,228000.0,101.0,BD,6210,MONTEBELLO,59000.0,LILLE,59,350,,3.0,
141,10/01/2022,200000.0,120.0,AV,1490,DU MARECHAL FOCH,59700.0,MARCQ EN BAROEUL,59,378,,4.0,
142,12/01/2022,93625.0,240.0,RUE,3312,DU FBG DES POSTES,59000.0,LILLE,59,350,22.95,1.0,
143,18/01/2022,192000.0,76.0,RUE,4960,DE ROUBAIX,59200.0,TOURCOING,59,599,126.5,4.0,
144,11/01/2022,191000.0,198.0,RUE,2560,DE GUISNES,59200.0,TOURCOING,59,599,,4.0,
145,10/01/2022,125000.0,291.0,AV,9430,DE DUNKERQUE LOMME,59160.0,LILLE,59,350,,2.0,
146,12/01/2022,99000.0,62.0,RUE,1844,DE CONDE,59000.0,LILLE,59,350,20.5,1.0,
147,10/01/2022,455000.0,66.0,BD,5603,DE LA LIBERTE,59800.0,LILLE,59,350,,5.0,
148,10/01/2022,95800.0,12.0,RUE,2970,JEAN FROISSART,59200.0,TOURCOING,59,599,,4.0,
149,11/01/2022,240403.0,,RUE,0701,DU VENT DE BISE,59118.0,WAMBRECHIES,59,636,,3.0,
150,14/01/2022,105000.0,66.0,RUE,0657,BAYARD,59000.0,LILLE,59,350,,2.0,
151,07/01/2022,78500.0,51.0,RUE,5264,LA FONTAINE,59800.0,LILLE,59,350,30.1,1.0,
152,14/01/2022,119000.0,90.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,3.0,
153,14/01/2022,119000.0,90.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,2.0,
154,14/01/2022,119000.0,90.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,2.0,
155,14/01/2022,119000.0,90.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,2.0,
156,14/01/2022,119000.0,90.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,3.0,
157,14/01/2022,119000.0,90.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,2.0,
158,14/01/2022,119000.0,90.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,3.0,
159,14/01/2022,119000.0,90.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,2.0,
160,14/01/2022,119000.0,90.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,2.0,
161,14/01/2022,119000.0,90.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,3.0,
162,14/01/2022,119000.0,90.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,2.0,
163,14/01/2022,119000.0,90.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,2.0,
164,14/01/2022,119000.0,90.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,2.0,
165,14/01/2022,119000.0,90.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,3.0,
166,14/01/2022,119000.0,90.0,RUE,1340,DE LA CLOCHE,59200.0,TOURCOING,59,599,,2.0,
167,11/01/2022,535000.0,17.0,RUE,7744,SAINT ELOI,59000.0,LILLE,59,350,,2.0,191.0
168,11/01/2022,535000.0,17.0,RUE,7744,SAINT ELOI,59000.0,LILLE,59,350,,1.0,191.0
169,11/01/2022,535000.0,17.0,RUE,7744,SAINT ELOI,59000.0,LILLE,59,350,,2.0,191.0
170,17/01/2022,168800.0,170.0,ALL,5604,DE LIEGE,59777.0,LILLE,59,350,,2.0,
171,18/01/2022,253500.0,36.0,PL,5730,LOUISE DE BETTIGNIES,59800.0,LILLE,59,350,,2.0,
172,11/01/2022,129260.0,49.0,RUE,0114,DE LA BELLE DRAPERIE,59250.0,HALLUIN,59,279,,3.0,
173,06/01/2022,595250.0,53.0,RUE,1726,DE LA CLEF,59800.0,LILLE,59,350,138.46,5.0,
174,07/01/2022,157500.0,53.0,AV,9579,DE LA REPUBLIQUE LOMME,59160.0,LILLE,59,350,,2.0,
175,10/01/2022,136413.55,65.0,RUE,0120,CASTELNAU,59126.0,LINSELLES,59,352,,3.0,
176,14/01/2022,200000.0,85.0,RUE,6170,DU MOLINEL,59800.0,LILLE,59,350,56.07,2.0,
177,06/01/2022,146700.0,187.0,RUE,0239,DU GAL LECLERC,59510.0,HEM,59,299,,2.0,
178,03/01/2022,104900.0,1090.0,BD,2320,JEANNE D ARC,59500.0,DOUAI,59,178,97.63,5.0,
179,03/01/2022,104900.0,1090.0,BD,2320,JEANNE D ARC,59500.0,DOUAI,59,178,,4.0,
180,04/01/2022,77000.0,113.0,RUE,0287,ARTHUR RIMBAUD,59500.0,DOUAI,59,178,,3.0,
181,07/01/2022,160000.0,54.0,RUE,4310,VICTOR PECQUEUR,59500.0,DOUAI,59,178,,5.0,230.0
182,07/01/2022,160000.0,54.0,RUE,4310,VICTOR PECQUEUR,59500.0,DOUAI,59,178,,1.0,230.0
183,20/01/2022,1.0,4.0,RUE,1439,CHAMBRE DES COMPTES,59800.0,LILLE,59,350,,6.0,
184,19/01/2022,203000.0,132.0,RUE,6895,PIERRE MAUROY,59800.0,LILLE,59,350,64.08,2.0,
185,12/01/2022,208000.0,39.0,RUE,5620,DE LA VIGNE,59100.0,ROUBAIX,59,512,126.44,2.0,
186,19/01/2022,78500.0,28.0,RUE,6098,MEXICO,59000.0,LILLE,59,350,,3.0,
187,07/01/2022,65475.0,1425.0,AV,1290,LEON BLUM,59280.0,ARMENTIERES,59,17,34.37,2.0,
188,05/01/2022,253000.0,4.0,RUE,0140,ARISTIDE BRIAND,59700.0,MARCQ EN BAROEUL,59,378,,3.0,
189,21/01/2022,254000.0,189.0,BD,2270,GAMBETTA,59100.0,ROUBAIX,59,512,165.48,3.0,
190,13/01/2022,85000.0,29.0,RUE,4020,MOTTE,59200.0,TOURCOING,59,599,,2.0,
191,07/01/2022,200000.0,14.0,RUE,6894,PIERRE MARTEL,59800.0,LILLE,59,350,,3.0,
192,19/01/2022,181000.0,1.0,RUE,0565,DE FLANDRE,59110.0,LA MADELEINE,59,368,63.5,3.0,
193,06/01/2022,215000.0,36.0,RUE,4722,JACQUEMARS GIELEE,59800.0,LILLE,59,350,,2.0,
194,10/01/2022,259900.0,43.0,RUE,2774,DE DOUAI,59000.0,LILLE,59,350,,3.0,
195,21/01/2022,135000.0,349.0,RUE,0450,DE LILLE,59520.0,MARQUETTE-LEZ-LILLE,59,386,,2.0,
196,12/01/2022,170000.0,10.0,RUE,7924,SAINT LUC,59800.0,LILLE,59,350,60.81,3.0,
197,11/01/2022,186480.0,29.0,RUE,4456,HENRI DUNANT,59000.0,LILLE,59,350,,3.0,
198,05/01/2022,228800.0,108.0,AV,6774,DU PEUPLE BELGE,59800.0,LILLE,59,350,,2.0,
199,07/01/2022,255000.0,9.0,QUAI,6530,DE L OUEST,59000.0,LILLE,59,350,,3.0,
200,22/01/2022,61950.0,129.0,BD,2660,D HALLUIN,59200.0,TOURCOING,59,599,41.0,2.0,
201,07/01/2022,110500.0,9.0,RUE,7189,DU PRIEZ,59800.0,LILLE,59,350,16.08,1.0,
202,18/01/2022,61500.0,30.0,RUE,0550,LAVOISIER,59790.0,RONCHIN,59,507,,1.0,
203,18/01/2022,241240.0,171.0,RUE,8364,DE SOLFERINO,59000.0,LILLE,59,350,,3.0,
204,14/01/2022,196000.0,13.0,RUE,1050,OSWALD CRESPI,59130.0,LAMBERSART,59,328,,4.0,
205,17/01/2022,145000.0,209.0,RUE,9490,JEAN JAURES LOMME,59160.0,LILLE,59,350,,2.0,
206,10/01/2022,130000.0,5.0,RUE,0430,DE LA BRUYERE CENDREE,59139.0,WATTIGNIES,59,648,,2.0,
207,14/01/2022,187800.0,64.0,RUE,2920,DES MINIMES,59500.0,DOUAI,59,178,87.41,3.0,
208,14/01/2022,170000.0,32.0,RUE,1140,DE CHANTILLY,59200.0,TOURCOING,59,599,,1.0,144.0
209,14/01/2022,170000.0,32.0,RUE,1140,DE CHANTILLY,59200.0,TOURCOING,59,599,,1.0,144.0
210,14/01/2022,170000.0,32.0,RUE,1140,DE CHANTILLY,59200.0,TOURCOING,59,599,,2.0,144.0
211,14/01/2022,170000.0,32.0,RUE,1140,DE CHANTILLY,59200.0,TOURCOING,59,599,,1.0,144.0
212,07/01/2022,210000.0,33.0,RUE,0650,DE LILLE,59250.0,HALLUIN,59,279,,2.0,
213,07/01/2022,210000.0,33.0,RUE,0650,DE LILLE,59250.0,HALLUIN,59,279,,2.0,
214,07/01/2022,210000.0,33.0,RUE,0650,DE LILLE,59250.0,HALLUIN,59,279,,2.0,
215,07/01/2022,210000.0,33.0,RUE,0650,DE LILLE,59250.0,HALLUIN,59,279,,2.0,
216,12/01/2022,248646.0,240.0,RUE,0622,BASTION SAINT ANDRE,59800.0,LILLE,59,350,,2.0,
217,12/01/2022,130000.0,7.0,RUE,1780,PAUL POUCHAIN,59280.0,ARMENTIERES,59,17,49.05,2.0,
218,24/01/2022,523200.0,43.0,RUE,1185,JEAN JAURES,59700.0,MARCQ EN BAROEUL,59,378,,1.0,148.0
219,24/01/2022,523200.0,43.0,RUE,1185,JEAN JAURES,59700.0,MARCQ EN BAROEUL,59,378,,3.0,148.0
220,24/01/2022,523200.0,43.0,RUE,1185,JEAN JAURES,59700.0,MARCQ EN BAROEUL,59,378,,2.0,148.0
221,13/01/2022,190192.0,25.0,RUE,3300,DE LILLE,59100.0,ROUBAIX,59,512,,1.0,
222,13/01/2022,83500.0,6.0,RUE,1041,BOSSUET,59000.0,LILLE,59,350,,1.0,
223,13/01/2022,375000.0,33.0,RUE,0622,BASTION SAINT ANDRE,59800.0,LILLE,59,350,,3.0,
224,11/01/2022,165000.0,27.0,AV,1490,DU MARECHAL FOCH,59700.0,MARCQ EN BAROEUL,59,378,39.89,2.0,
225,11/01/2022,631000.0,30.0,RUE,0110,DU BILLEMONT,59223.0,RONCQ,59,508,53.24,2.0,
226,11/01/2022,631000.0,45.0,AV,0650,DU MARECHAL DE LATTRE,59350.0,SAINT-ANDRE,59,527,57.19,2.0,
227,11/01/2022,631000.0,46.0,RUE,0410,DU GENERAL LECLERC,59350.0,SAINT-ANDRE,59,527,53.96,2.0,
228,11/01/2022,631000.0,46.0,RUE,0410,DU GENERAL LECLERC,59350.0,SAINT-ANDRE,59,527,76.94,3.0,
229,21/01/2022,278000.0,,AV,0290,GDS MOULINS DE PARIS,59520.0,MARQUETTE-LEZ-LILLE,59,386,,3.0,
230,13/01/2022,135000.0,305.0,RUE,1590,VERTE,59170.0,CROIX,59,163,68.0,3.0,
231,14/01/2022,371200.0,140.0,RUE,0167,DU CHATEAU VALOIS,59118.0,WAMBRECHIES,59,636,,3.0,
232,13/01/2022,392000.0,5.0,RUE,0430,KLEBER,59420.0,MOUVAUX,59,421,110.9,5.0,
233,24/01/2022,121000.0,2.0,RUE,0900,PASTEUR,59370.0,MONS-EN-BAROEUL,59,410,,2.0,
234,06/01/2022,202000.0,435.0,AV,9430,DE DUNKERQUE LOMME,59160.0,LILLE,59,350,61.8,3.0,
